hello world!
I am running on Raspberry Pi !!!!


 idxCount = 250 
 charge/discharge patten changes at 210 cycle 

 idx, Predict, Observed, AE, SE, APE(%), PredictNorm, ObservedNorm 
    4, [701.1526, 248], [0.000000, 0.000000, 0.000000], 0.598421, 0.211110 
    4, [637.6967, 248], [0.000000, 0.000000, 0.000000], 0.544185, 0.211110 
    4, [608.5325, 248], [0.000000, 0.000000, 0.000000], 0.519259, 0.211110 
    4, [584.5926, 248], [0.000000, 0.000000, 0.000000], 0.498797, 0.211110 
    4, [556.0167, 248], [308.016676, 94874.272957, 124.200273], 0.474373, 0.211110 
    9, [700.5515, 243], [0.000000, 0.000000, 0.000000], 0.597907, 0.206840 
    9, [635.6443, 243], [0.000000, 0.000000, 0.000000], 0.542431, 0.206840 
    9, [607.9881, 243], [0.000000, 0.000000, 0.000000], 0.518793, 0.206840 
    9, [584.0738, 243], [0.000000, 0.000000, 0.000000], 0.498354, 0.206840 
    9, [555.3220, 243], [312.322019, 97545.043432, 128.527580], 0.473780, 0.206840 
   14, [698.5455, 238], [0.000000, 0.000000, 0.000000], 0.596193, 0.202560 
   14, [629.4795, 238], [0.000000, 0.000000, 0.000000], 0.537162, 0.202560 
   14, [608.7860, 238], [0.000000, 0.000000, 0.000000], 0.519475, 0.202560 
   14, [584.7074, 238], [0.000000, 0.000000, 0.000000], 0.498895, 0.202560 
   14, [555.4128, 238], [317.412800, 100750.885824, 133.366723], 0.473857, 0.202560 
   19, [701.2609, 233], [0.000000, 0.000000, 0.000000], 0.598514, 0.198290 
   19, [636.9904, 233], [0.000000, 0.000000, 0.000000], 0.543582, 0.198290 
   19, [608.1195, 233], [0.000000, 0.000000, 0.000000], 0.518906, 0.198290 
   19, [584.0953, 233], [0.000000, 0.000000, 0.000000], 0.498372, 0.198290 
   19, [555.1702, 233], [322.170162, 103793.613127, 138.270456], 0.473650, 0.198290 
   24, [698.6686, 228], [0.000000, 0.000000, 0.000000], 0.596298, 0.194020 
   24, [624.8309, 228], [0.000000, 0.000000, 0.000000], 0.533189, 0.194020 
   24, [614.2898, 228], [0.000000, 0.000000, 0.000000], 0.524179, 0.194020 
   24, [589.9911, 228], [0.000000, 0.000000, 0.000000], 0.503411, 0.194020 
   24, [560.5785, 228], [332.578485, 110608.448455, 145.867756], 0.478272, 0.194020 
   29, [717.7101, 223], [0.000000, 0.000000, 0.000000], 0.612573, 0.189740 
   29, [663.0393, 223], [0.000000, 0.000000, 0.000000], 0.565846, 0.189740 
   29, [616.0534, 223], [0.000000, 0.000000, 0.000000], 0.525687, 0.189740 
   29, [593.1971, 223], [0.000000, 0.000000, 0.000000], 0.506151, 0.189740 
   29, [566.4663, 223], [343.466300, 117969.099338, 154.020762], 0.483305, 0.189740 
   34, [700.7858, 218], [0.000000, 0.000000, 0.000000], 0.598108, 0.185470 
   34, [635.6901, 218], [0.000000, 0.000000, 0.000000], 0.542470, 0.185470 
   34, [606.5603, 218], [0.000000, 0.000000, 0.000000], 0.517573, 0.185470 
   34, [582.2973, 218], [0.000000, 0.000000, 0.000000], 0.496835, 0.185470 
   34, [552.9048, 218], [334.904811, 112161.232309, 153.626060], 0.471714, 0.185470 
   39, [700.5538, 213], [0.000000, 0.000000, 0.000000], 0.597909, 0.181200 
   39, [634.5619, 213], [0.000000, 0.000000, 0.000000], 0.541506, 0.181200 
