hello world!
I am running on Raspberry Pi !!!!


 idxCount = 370 
 charge/discharge patten changes at 210 cycle 

 idx, Predict, Observed, AE, SE, APE(%), PredictNorm, ObservedNorm 
    4, [673.0793, 368], [0.000000, 0.000000, 0.000000], 0.574427, 0.313680 
    4, [611.5162, 368], [0.000000, 0.000000, 0.000000], 0.521809, 0.313680 
    4, [583.6179, 368], [0.000000, 0.000000, 0.000000], 0.497964, 0.313680 
    4, [560.0751, 368], [0.000000, 0.000000, 0.000000], 0.477842, 0.313680 
    4, [532.0382, 368], [164.038242, 26908.544924, 44.575609], 0.453879, 0.313680 
    9, [540.3226, 363], [0.000000, 0.000000, 0.000000], 0.460959, 0.309400 
    9, [483.8006, 363], [0.000000, 0.000000, 0.000000], 0.412650, 0.309400 
    9, [461.6205, 363], [0.000000, 0.000000, 0.000000], 0.393693, 0.309400 
    9, [440.5107, 363], [0.000000, 0.000000, 0.000000], 0.375650, 0.309400 
    9, [415.8387, 363], [52.838688, 2791.926950, 14.556112], 0.354563, 0.309400 
   14, [475.9446, 358], [0.000000, 0.000000, 0.000000], 0.405936, 0.305130 
   14, [418.6436, 358], [0.000000, 0.000000, 0.000000], 0.356960, 0.305130 
   14, [405.4550, 358], [0.000000, 0.000000, 0.000000], 0.345688, 0.305130 
   14, [385.3206, 358], [0.000000, 0.000000, 0.000000], 0.328479, 0.305130 
   14, [361.7880, 358], [3.787956, 14.348611, 1.058088], 0.308366, 0.305130 
   19, [448.1232, 353], [0.000000, 0.000000, 0.000000], 0.382157, 0.300850 
   19, [397.6287, 353], [0.000000, 0.000000, 0.000000], 0.338999, 0.300850 
   19, [377.2513, 353], [0.000000, 0.000000, 0.000000], 0.321582, 0.300850 
   19, [357.7652, 353], [0.000000, 0.000000, 0.000000], 0.304928, 0.300850 
   19, [335.4847, 353], [17.515330, 306.786773, 4.961850], 0.285884, 0.300850 
   24, [426.5291, 348], [0.000000, 0.000000, 0.000000], 0.363700, 0.296580 
   24, [367.5044, 348], [0.000000, 0.000000, 0.000000], 0.313252, 0.296580 
   24, [366.6311, 348], [0.000000, 0.000000, 0.000000], 0.312505, 0.296580 
   24, [347.0960, 348], [0.000000, 0.000000, 0.000000], 0.295809, 0.296580 
   24, [324.6362, 348], [23.363789, 545.866622, 6.713732], 0.276612, 0.296580 
   29, [433.8861, 343], [0.000000, 0.000000, 0.000000], 0.369988, 0.292310 
   29, [394.8054, 343], [0.000000, 0.000000, 0.000000], 0.336586, 0.292310 
   29, [358.4230, 343], [0.000000, 0.000000, 0.000000], 0.305490, 0.292310 
   29, [340.4988, 343], [0.000000, 0.000000, 0.000000], 0.290170, 0.292310 
   29, [320.9553, 343], [22.044658, 485.966944, 6.427014], 0.273466, 0.292310 
   34, [402.5280, 338], [0.000000, 0.000000, 0.000000], 0.343186, 0.288030 
   34, [354.9831, 338], [0.000000, 0.000000, 0.000000], 0.302550, 0.288030 
   34, [336.0385, 338], [0.000000, 0.000000, 0.000000], 0.286358, 0.288030 
   34, [317.2163, 338], [0.000000, 0.000000, 0.000000], 0.270270, 0.288030 
   34, [295.8844, 338], [42.115598, 1773.723576, 12.460236], 0.252038, 0.288030 
   39, [400.1564, 333], [0.000000, 0.000000, 0.000000], 0.341159, 0.283760 
   39, [352.3698, 333], [0.000000, 0.000000, 0.000000], 0.300316, 0.283760 
   39, [333.8468, 333], [0.000000, 0.000000, 0.000000], 0.284484, 0.283760 
   39, [315.0420, 333], [0.000000, 0.000000, 0.000000], 0.268412, 0.283760 
   39, [293.7524, 333], [39.247616, 1540.375342, 11.786071], 0.250216, 0.283760 
   44, [396.1082, 328], [0.000000, 0.000000, 0.000000], 0.337699, 0.279490 
   44, [347.8475, 328], [0.000000, 0.000000, 0.000000], 0.296451, 0.279490 
   44, [331.4112, 328], [0.000000, 0.000000, 0.000000], 0.282403, 0.279490 
   44, [312.4575, 328], [0.000000, 0.000000, 0.000000], 0.266203, 0.279490 
   44, [290.9115, 328], [37.088541, 1375.559856, 11.307482], 0.247788, 0.279490 
   49, [390.3419, 323], [0.000000, 0.000000, 0.000000], 0.332771, 0.275210 
   49, [341.9749, 323], [0.000000, 0.000000, 0.000000], 0.291432, 0.275210 
   49, [328.1664, 323], [0.000000, 0.000000, 0.000000], 0.279629, 0.275210 
   49, [309.1018, 323], [0.000000, 0.000000, 0.000000], 0.263335, 0.275210 
   49, [287.1642, 323], [35.835752, 1284.201154, 11.094660], 0.244585, 0.275210 
   54, [389.8000, 318], [0.000000, 0.000000, 0.000000], 0.332308, 0.270940 
   54, [342.5143, 318], [0.000000, 0.000000, 0.000000], 0.291893, 0.270940 
